trip_distance,duration,total_amount,rush_hour
2.5,8.45,10.3,1
2.41,19.95,14.3,1
1.93,19.816666666666666,13.8,0
1.8,9.45,9.8,0
2.48,13.433333333333334,11.8,1
1.56,12.733333333333333,11.3,1
3.4,15.2,14.3,0
0.5,3.066666666666667,5.800000000000001,1
0.7,5.45,6.8,0
0.5,5.516666666666667,5.8,0
0.87,4.733333333333333,6.3,0
3.6,22.466666666666665,19.8,1
4.39,10.316666666666666,15.3,0
0.6,4.966666666666667,5.8,0
0.3,5.3,5.8,0
6.5,22.95,23.3,0
7.9,39.883333333333326,34.3,0
1.5,9.983333333333333,9.8,0
0.7,6.733333333333333,8.3,1
0.53,2.45,4.8,0
2.04,7.483333333333333,9.8,0
1.23,11.383333333333333,9.3,0
0.5,3.7666666666666666,5.3,0
1.6,11.733333333333333,10.3,1
7.46,12.583333333333334,22.8,1
2.6,15.533333333333333,12.8,0
7.1,39.883333333333326,30.800000000000004,0
10.9,38.3,37.3,1
3.5,15.666666666666666,15.3,0
2.3,20.616666666666667,15.3,0
3.0,18.566666666666666,15.3,0
3.3,19.25,15.8,0
1.2,3.6166666666666667,7.3,1
1.08,7.4,7.8,1
12.1,39.883333333333326,42.8,1
0.8,3.4166666666666665,5.8,0
1.6,7.616666666666666,8.8,0
1.9,11.366666666666667,10.3,0
2.33,17.45,14.3,1
1.0,7.066666666666666,7.8,0
4.93,35.85,26.3,0
1.1,13.883333333333333,10.3,0
10.7,35.61666666666667,38.3,0
1.0,5.866666666666666,6.3,0
0.85,4.383333333333334,6.8,0
1.14,10.033333333333333,8.8,0
7.6,39.883333333333326,35.800000000000004,0
1.2,11.166666666666666,10.3,1
1.0,6.25,8.3,1
2.43,12.683333333333334,11.8,0
1.78,9.183333333333334,9.8,1
1.79,9.716666666666667,9.8,0
0.7,9.283333333333333,7.800000000000001,0
1.58,7.45,8.8,0
0.67,3.05,5.3,0
2.1,9.716666666666667,11.3,1
6.1,17.083333333333332,20.8,0
3.34,23.55,17.3,0
1.3,13.35,10.3,0
2.54,19.516666666666666,15.8,1
1.4,7.966666666666667,7.8,0
2.68,18.683333333333334,14.8,0
2.24,26.8,17.3,1
0.81,7.133333333333334,7.8,1
0.0,0.31666666666666665,3.8,0
10.2,39.883333333333326,40.3,0
10.3,29.683333333333334,33.300000000000004,0
1.33,7.35,8.3,0
0.82,11.733333333333333,9.8,0
0.92,6.133333333333334,6.3,0
2.91,12.133333333333333,12.3,1
2.31,10.4,11.3,0
0.7,3.85,5.8,0
1.99,10.1,10.8,1
1.1,12.533333333333333,10.8,1
1.18,13.416666666666666,10.3,0
1.6,6.883333333333334,8.3,0
1.74,9.7,9.8,0
1.74,23.466666666666665,15.8,0
1.94,14.666666666666666,11.8,0
1.37,10.516666666666667,9.3,1
0.6,11.95,9.3,0
0.92,4.45,6.3,0
2.0,12.766666666666667,11.3,0
1.11,5.3,7.3,0
1.04,8.7,8.3,0
0.07,0.3,3.3,0
2.0,11.833333333333334,11.3,0
12.1,30.55,35.300000000000004,0
1.84,14.783333333333333,11.8,0
1.53,15.416666666666666,11.8,0
11.5,34.766666666666666,36.8,0
1.02,12.116666666666667,10.3,1
1.31,6.066666666666666,7.8,0
2.12,26.35,18.8,0
0.51,1.4333333333333333,4.8,0
0.85,9.383333333333333,7.799999999999999,0
2.3,12.266666666666667,11.3,0
0.83,7.516666666666667,8.3,1
2.9,17.983333333333334,15.8,1
1.43,17.383333333333333,12.8,0
1.3,9.433333333333334,9.3,0
6.0,34.516666666666666,25.3,0
3.69,13.633333333333333,14.3,0
2.3,11.433333333333334,11.8,1
2.44,19.133333333333333,13.8,0
3.56,27.633333333333333,20.3,0
0.9,4.633333333333334,6.3,1
4.12,37.983333333333334,24.3,0
0.97,16.766666666666666,11.8,0
1.7,11.383333333333333,11.3,1
8.0,25.683333333333334,28.3,0
1.14,4.333333333333333,6.8,0
0.6,3.216666666666667,5.3,0
1.75,25.15,15.8,0
1.93,9.466666666666667,10.3,1
2.93,36.36666666666667,23.8,1
8.3,39.016666666666666,30.300000000000004,1
0.5,5.316666666666666,5.8,0
4.1,16.433333333333334,16.8,0
0.78,3.55,5.8,0
0.9,8.733333333333333,8.3,1
2.1,22.766666666666666,15.3,0
0.4,5.383333333333334,5.8,0
6.2,17.0,20.3,1
1.32,10.15,8.8,1
4.68,34.766666666666666,25.3,1
1.94,9.8,10.3,0
1.3,19.0,14.3,1
5.5,18.433333333333334,20.3,0
8.1,25.3,27.8,0
0.72,4.55,6.3,0
3.94,11.3,14.3,1
1.74,28.733333333333334,17.8,0
1.5,9.583333333333334,9.3,1
1.1,4.4,6.8,0
3.14,13.783333333333333,13.8,0
2.6,23.9,16.3,0
12.6,39.883333333333326,63.3,1
2.4,11.95,12.3,0
8.0,37.06666666666667,32.300000000000004,0
1.69,8.416666666666666,8.8,0
0.97,4.883333333333334,6.3,0
1.0,6.233333333333333,6.800000000000001,0
1.2,10.833333333333334,9.3,0
5.7,22.216666666666665,22.3,0
0.7,3.1,5.3,0
0.88,5.783333333333333,6.8,0
1.43,10.2,9.3,1
1.88,17.416666666666668,13.8,1
1.36,6.966666666666667,7.8,0
3.2,20.116666666666667,17.3,1
1.52,11.516666666666667,9.8,0
0.4,3.716666666666667,6.3,1
2.1,18.483333333333334,13.8,0
0.5,3.1333333333333333,4.8,0
3.79,20.266666666666666,17.3,0
1.4,9.166666666666666,9.3,0
1.7,17.95,12.8,0
0.03,0.2,3.8,0
1.1,11.2,9.3,0
1.18,10.6,8.8,0
0.98,9.983333333333333,8.3,0
3.54,16.0,15.8,0
2.63,19.65,15.3,0
10.58,25.333333333333332,32.8,1
1.0,3.3666666666666667,6.3,0
0.5,2.183333333333333,4.300000000000001,1
0.7,6.066666666666666,6.8,0
9.8,39.883333333333326,35.300000000000004,0
8.8,38.43333333333333,33.300000000000004,0
2.1,16.166666666666668,13.8,1
3.07,16.666666666666668,15.3,1
2.4,17.466666666666665,13.8,0
1.13,3.533333333333333,5.8,0
1.7,9.383333333333333,9.8,0
3.3,8.716666666666667,12.3,0
1.1,6.433333333333334,7.800000000000001,0
1.25,7.583333333333333,8.3,0
2.25,22.3,15.8,1
0.6,6.35,7.299999999999999,1
9.0,39.883333333333326,34.8,1
0.9,8.166666666666666,7.8,0
0.61,5.1,7.300000000000001,1
2.2,39.883333333333326,27.8,1
1.19,11.2,9.3,0
1.79,9.033333333333333,9.8,0
1.53,5.1,7.3,0
2.8,9.783333333333333,11.8,0
0.88,9.15,7.800000000000001,1
7.89,33.18333333333333,29.800000000000004,1
2.75,10.633333333333333,12.3,0
4.5,18.083333333333332,17.8,0
2.0,20.283333333333335,15.3,0
1.3,8.916666666666666,9.3,0
0.6,5.133333333333334,5.8,0
6.0,24.95,23.8,0
2.61,15.733333333333333,13.8,0
0.9,10.316666666666666,8.8,0
1.8,16.566666666666666,12.8,0
0.9,7.65,7.8,0
0.9,3.466666666666667,5.8,1
0.9,2.45,5.300000000000001,0
4.67,38.583333333333336,25.3,0
2.4,15.266666666666667,13.3,0
0.6,5.583333333333333,6.300000000000001,0
1.58,16.6,12.3,1
1.1,6.966666666666667,7.3,1
0.23,2.0166666666666666,4.8,0
2.1,12.066666666666666,10.8,1
1.9,18.35,14.3,1
0.8,11.583333333333334,10.3,1
0.61,39.15,22.8,1
0.9,11.95,9.3,0
1.54,6.183333333333334,8.8,1
0.3,2.533333333333333,5.300000000000001,1
0.46,5.1,5.8,0
1.7,9.233333333333333,9.3,0
1.0,16.916666666666668,12.3,1
3.7,16.583333333333332,15.3,1
1.79,18.133333333333333,14.3,1
2.4,10.966666666666667,11.3,0
5.5,22.233333333333334,21.8,1
0.62,8.483333333333333,7.3,0
2.1,15.45,13.8,1
1.33,9.483333333333333,8.8,0
1.23,6.066666666666666,7.799999999999999,0
0.9,5.616666666666666,6.3,1
0.8,5.266666666666667,6.3,0
2.6,10.516666666666667,11.8,0
2.0,12.633333333333333,12.3,1
0.85,5.666666666666667,7.3,1
3.02,14.35,13.3,0
2.1,18.85,13.8,0
3.1,28.583333333333332,18.8,0
8.5,17.616666666666667,25.8,0
4.6,15.85,17.3,0
7.6,15.816666666666666,22.8,0
1.22,13.666666666666666,11.3,1
2.1,9.933333333333334,10.3,0
1.3,8.45,8.299999999999999,0
1.76,10.983333333333333,10.3,0
0.83,5.816666666666666,5.8,0
1.8,17.033333333333335,12.8,0
2.21,11.433333333333334,10.8,0
2.5,16.983333333333334,12.8,0
0.8,9.383333333333333,8.3,0
0.67,10.1,8.8,0
5.5,31.233333333333334,25.3,1
0.61,2.6166666666666667,4.8,0
1.71,10.4,9.3,0
5.17,15.133333333333333,18.8,1
2.68,10.333333333333334,11.8,0
0.8,6.7,6.8,0
1.1,9.216666666666667,8.8,0
1.1,7.683333333333334,8.8,1
0.9,6.3,6.8,0
0.8,8.3,7.8,0
2.48,14.4,12.8,0
0.23,1.45,4.3,0
0.68,7.666666666666667,7.3,1
2.2,7.783333333333333,10.3,0
2.6,28.316666666666666,18.3,0
0.73,5.55,6.3,0
1.22,10.6,10.3,1
1.8,5.3,7.8,0
2.35,18.233333333333334,13.8,1
1.38,7.1,8.3,0
0.0,0.1,4.3,1
1.5,9.883333333333333,9.3,0
1.3,9.65,8.8,0
0.9,5.0,6.3,1
1.0,8.416666666666666,7.800000000000001,0
0.5,4.966666666666667,5.8,0
1.0,10.85,9.3,0
1.4,13.716666666666667,10.8,0
3.12,15.633333333333333,14.3,1
1.8,11.783333333333333,11.3,1
0.96,4.05,5.8,0
1.69,12.4,10.3,0
0.62,5.783333333333333,6.3,0
0.62,7.1,6.8,0
1.85,10.933333333333334,10.3,0
2.92,19.3,15.8,1
0.27,5.266666666666667,5.8,0
1.2,12.1,9.8,0
1.77,10.35,10.3,0
0.58,2.8666666666666667,5.8,1
3.3,17.316666666666666,15.8,0
1.73,7.616666666666666,8.3,1
1.8,11.816666666666666,11.3,1
2.4,24.283333333333335,17.8,1
3.0,9.533333333333333,11.8,0
3.19,22.333333333333332,17.3,0
4.35,39.883333333333326,27.3,0
3.07,11.133333333333333,12.8,0
2.88,20.616666666666667,16.299999999999997,0
1.2,7.483333333333333,7.8,0
11.58,30.666666666666668,37.3,0
0.9,14.916666666666666,10.8,0
0.4,2.6,4.8,1
1.06,11.116666666666667,9.3,0
1.2,12.25,10.8,1
2.4,16.833333333333332,14.8,1
0.9,12.916666666666666,9.8,0
0.56,7.116666666666666,6.8,0
0.94,5.283333333333333,6.8,0
1.2,4.033333333333333,6.3,1
1.0,3.65,6.8,0
0.5,6.75,6.8,0
0.74,5.15,5.8,0
1.06,8.7,7.799999999999999,0
2.22,11.35,11.8,0
8.0,25.45,27.3,0
0.44,4.05,5.8,0
0.74,5.933333333333334,6.8,0
1.3,14.3,10.8,0
1.5,9.8,9.8,1
13.8,39.883333333333326,49.3,1
0.7,9.433333333333334,7.8,0
0.87,5.55,6.8,1
3.3,13.55,13.8,0
0.6,5.9,6.3,1
0.63,6.716666666666667,6.8,1
3.14,14.05,13.8,1
1.01,5.983333333333333,7.799999999999999,1
2.08,7.9,9.8,0
1.2,12.2,9.8,0
1.3,9.3,8.3,0
3.99,13.65,15.3,0
0.69,3.4,5.300000000000001,0
2.49,36.45,22.8,0
4.0,13.45,14.8,0
2.71,15.45,13.3,0
1.0,19.466666666666665,12.8,0
10.36,26.6,31.300000000000004,0
4.81,32.46666666666667,23.8,1
1.53,7.8,9.3,0
1.4,11.816666666666666,10.3,0
0.6,5.15,6.8,1
1.27,10.966666666666667,10.3,1
0.4,3.033333333333333,4.8,0
1.0,5.766666666666667,6.8,0
11.96,27.95,36.3,0
2.18,17.116666666666667,13.8,1
2.7,15.45,13.8,0
1.11,5.633333333333334,7.299999999999999,0
1.2,10.116666666666667,8.8,0
0.91,6.933333333333334,7.799999999999999,1
1.7,12.233333333333333,11.3,1
14.6,35.483333333333334,44.3,0
4.1,20.583333333333332,17.8,0
0.99,7.633333333333334,8.3,1
1.1,5.433333333333334,7.3,0
0.78,4.75,5.8,0
11.0,31.233333333333334,34.8,1
0.77,7.016666666666667,6.8,1
1.6,5.383333333333334,8.8,1
3.87,13.216666666666667,15.3,0
1.5,5.9,8.299999999999999,0
0.61,4.116666666666666,5.8,1
3.0,32.0,21.3,1
1.7,10.016666666666667,9.3,0
0.5,6.083333333333333,7.3,1
1.74,14.433333333333334,11.3,0
6.6,28.0,25.3,0
3.35,11.466666666666667,13.3,0
10.88,30.683333333333334,35.3,0
1.35,5.166666666666667,6.8,0
1.45,5.2,8.299999999999999,1
0.69,3.8,6.3,1
0.81,5.533333333333333,6.3,1
1.4,18.066666666666666,13.3,0
3.1,9.383333333333333,12.3,0
11.9,32.766666666666666,37.3,1
0.7,7.983333333333333,7.3,0
9.7,22.033333333333335,29.3,0
0.75,8.766666666666667,7.8,0
1.19,6.433333333333334,7.3,0
1.3,6.366666666666666,7.299999999999999,0
1.3,4.116666666666666,7.3,0
10.56,32.53333333333333,34.8,0
0.5,5.35,6.3,0
1.1,4.166666666666667,6.800000000000001,0
1.8,8.6,9.3,1
0.51,3.683333333333333,5.300000000000001,0
1.11,6.466666666666667,7.8,0
3.3,21.6,17.3,0
3.4,27.716666666666665,19.8,1
2.01,10.366666666666667,10.3,0
7.65,32.11666666666667,28.3,1
0.4,2.25,4.8,0
5.75,10.816666666666666,18.8,0
0.69,5.633333333333334,6.8,0
1.82,12.466666666666667,10.8,1
2.4,14.333333333333334,12.3,0
1.35,9.766666666666667,10.3,1
3.4,11.566666666666666,13.8,0
3.8,19.2,16.8,0
1.23,6.75,7.8,0
0.7,6.683333333333334,7.3,0
1.97,27.8,17.3,0
4.55,25.0,20.8,0
3.02,39.63333333333333,25.3,1
4.92,14.75,17.8,0
1.41,6.65,7.8,0
1.06,8.966666666666667,8.3,0
1.8,29.416666666666668,18.3,0
0.7,4.533333333333333,5.8,0
1.54,13.466666666666667,11.3,0
0.55,2.683333333333333,5.8,1
1.1,5.516666666666667,7.3,0
2.3,12.4,11.8,1
0.4,1.2333333333333334,4.8,0
1.3,15.9,12.3,0
4.2,17.366666666666667,17.3,0
2.4,10.316666666666666,11.3,0
2.65,14.333333333333334,13.3,0
8.0,22.433333333333334,25.300000000000004,0
2.05,16.916666666666668,12.8,0
0.7,4.5,5.8,0
1.3,8.616666666666667,8.8,0
1.0,11.65,9.3,1
1.59,14.533333333333333,11.3,0
12.6,39.883333333333326,41.3,0
0.66,7.75,7.300000000000001,1
0.5,2.4,4.8,1
7.1,27.25,25.8,1
1.98,7.733333333333333,9.8,1
4.62,21.1,19.3,1
0.98,6.316666666666666,6.800000000000001,0
1.4,10.216666666666667,9.3,0
3.67,23.566666666666666,17.8,1
1.06,10.3,8.3,1
10.99,39.883333333333326,40.3,1
0.66,5.7,6.8,0
2.45,11.25,12.3,0
0.91,10.333333333333334,8.8,0
2.5,9.15,10.8,1
7.28,19.35,22.8,1
2.53,10.633333333333333,10.8,0
3.9,18.183333333333334,16.8,0
2.17,12.65,11.8,0
12.3,27.266666666666666,38.3,0
1.36,14.85,11.8,0
1.2,4.666666666666667,6.3,1
1.5,6.033333333333333,8.299999999999999,0
9.2,39.883333333333326,42.3,1
0.55,6.216666666666667,6.8,0
0.6,4.15,6.8,1
1.3,5.0,7.3,0
1.3,8.816666666666666,8.8,0
4.6,25.0,20.3,0
1.0,4.95,6.3,0
6.8,34.2,28.3,0
0.63,4.95,6.3,0
1.3,11.316666666666666,10.3,1
0.95,7.216666666666667,6.8,1
2.6,22.516666666666666,16.3,1
2.14,11.833333333333334,11.3,0
1.7,11.3,10.3,1
4.3,15.433333333333334,15.8,0
0.4,2.533333333333333,5.8,1
1.5,6.816666666666666,8.8,0
1.04,12.666666666666666,9.8,0
2.1,11.5,10.8,0
1.2,5.266666666666667,7.3,0
1.67,11.483333333333333,10.8,0
0.33,2.65,5.8,1
0.65,3.933333333333333,6.3,0
2.1,10.616666666666667,10.8,0
0.92,5.916666666666667,6.8,0
1.0,6.133333333333334,6.800000000000001,0
1.63,10.033333333333333,8.3,0
1.58,13.783333333333333,10.8,0
0.96,9.383333333333333,8.3,0
1.44,12.266666666666667,10.3,0
2.35,11.45,12.3,1
0.6,4.4,5.8,0
2.0,17.8,13.3,1
3.38,17.033333333333335,14.8,0
1.91,15.1,12.8,1
1.3,9.783333333333333,8.8,0
1.1,6.066666666666666,7.300000000000001,0
0.7,13.666666666666666,10.3,1
1.1,11.1,10.3,1
0.88,7.183333333333334,7.3,0
0.8,3.35,5.8,0
2.4,18.583333333333332,13.8,0
1.1,8.366666666666667,8.8,0
1.4,15.833333333333334,11.8,0
0.5,3.6,5.8,0
10.43,28.333333333333332,33.800000000000004,0
2.46,18.65,14.3,1
0.54,3.783333333333333,5.8,0
0.82,4.4,6.8,1
0.9,11.366666666666667,9.3,0
11.68,20.816666666666666,34.8,0
0.61,4.25,6.3,1
1.93,14.383333333333333,11.3,1
1.76,16.483333333333334,12.8,0
3.7,21.166666666666668,18.3,0
2.1,13.516666666666667,12.3,0
2.1,25.033333333333335,16.8,0
0.6,4.7,5.8,0
0.4,2.8666666666666667,5.8,1
1.07,6.783333333333333,7.300000000000001,0
0.5,3.35,4.8,0
7.55,15.066666666666666,23.8,0
0.86,3.7333333333333334,5.8,0
0.9,7.083333333333333,7.3,0
3.8,15.716666666666667,16.799999999999997,1
0.24,10.566666666666666,8.3,0
1.29,10.383333333333333,9.3,0
0.36,3.1333333333333333,5.8,1
1.7,11.133333333333333,9.3,1
1.27,7.216666666666667,8.8,1
1.84,14.1,11.3,1
1.01,6.283333333333333,7.3,1
1.55,13.9,10.8,0
1.04,7.566666666666666,7.799999999999999,0
0.59,7.083333333333333,6.8,0
3.7,20.15,16.8,0
3.0,31.7,20.8,0
1.1,17.516666666666666,13.3,1
2.72,16.383333333333333,13.8,0
1.2,6.35,7.300000000000001,0
2.21,9.916666666666666,10.8,0
1.15,10.55,10.3,1
1.72,11.133333333333333,9.8,0
13.45,39.883333333333326,76.3,1
0.79,5.983333333333333,6.8,0
2.09,13.55,11.3,1
1.29,5.1,7.3,0
0.92,6.1,6.8,0
4.78,26.516666666666666,21.3,0
20.7,39.883333333333326,61.3,0
1.3,15.55,12.3,1
0.73,2.0166666666666666,5.8,1
1.67,9.066666666666666,9.8,0
1.5,0.25,15.8,0
1.03,6.383333333333334,7.8,1
1.48,13.85,10.8,0
2.2,19.466666666666665,13.8,0
1.7,7.8,8.8,0
0.97,6.883333333333334,7.799999999999999,0
0.5,4.666666666666667,5.800000000000001,1
0.7,10.533333333333333,8.8,0
0.84,6.6,6.8,0
0.6,3.75,5.3,0
0.0,0.1,3.3000000000000007,0
2.59,6.85,10.3,0
2.8,33.016666666666666,20.8,0
2.58,8.9,11.8,0
1.0,7.433333333333334,8.3,1
0.63,5.25,6.3,0
3.89,20.166666666666668,16.8,0
1.2,6.616666666666666,7.8,0
2.6,12.6,12.3,0
4.3,14.333333333333334,15.8,1
2.11,12.233333333333333,11.3,0
1.1,9.833333333333334,8.8,1
8.78,29.383333333333333,29.8,0
4.3,18.133333333333333,17.3,0
1.1,7.066666666666666,7.8,0
0.96,3.3666666666666667,6.3,0
3.1,19.883333333333333,15.3,0
0.9,4.616666666666666,6.3,1
0.79,19.466666666666665,13.8,1
9.48,39.883333333333326,34.8,1
1.17,5.616666666666666,7.8,0
3.4,39.883333333333326,28.800000000000004,1
1.6,14.1,11.3,0
0.95,6.533333333333333,7.3,0
1.2,5.833333333333333,7.299999999999999,0
8.98,14.75,26.300000000000004,0
2.24,17.683333333333334,13.3,1
0.78,8.933333333333334,8.8,1
0.98,8.416666666666666,8.3,1
1.67,7.916666666666667,9.3,0
2.1,11.833333333333334,11.3,0
1.0,7.6,8.299999999999999,0
3.03,27.583333333333332,18.3,1
1.83,9.7,9.3,1
1.03,5.25,7.3,0
4.4,17.833333333333332,17.3,0
2.51,20.133333333333333,14.799999999999995,0
6.58,23.483333333333334,22.3,1
0.53,8.166666666666666,8.3,1
2.14,20.483333333333334,15.3,1
1.4,6.8,8.3,0
1.6,8.033333333333333,9.3,0
0.86,5.366666666666666,6.300000000000001,1
0.7,6.183333333333334,6.800000000000001,0
1.5,10.1,9.3,0
3.0,17.05,14.8,0
1.83,14.516666666666667,12.8,1
4.22,31.116666666666667,22.8,1
3.09,29.15,19.8,0
3.41,20.183333333333334,16.299999999999997,0
1.77,6.366666666666666,8.8,0
11.99,25.783333333333335,36.3,0
2.9,11.966666666666667,12.8,0
1.9,11.616666666666667,10.3,1
1.2,20.066666666666666,13.8,1
8.81,32.11666666666667,30.8,0
1.2,13.266666666666667,10.3,0
2.4,18.466666666666665,13.8,0
3.15,11.266666666666667,12.3,0
1.8,14.683333333333334,11.8,1
3.21,11.583333333333334,13.3,0
2.2,23.483333333333334,15.8,0
0.71,6.166666666666667,6.8,0
0.84,7.583333333333333,8.3,0
2.97,24.166666666666668,17.3,0
0.5,3.216666666666667,5.8,1
1.4,11.633333333333333,10.3,0
3.9,24.683333333333334,19.8,0
0.55,12.45,9.3,0
3.25,9.583333333333334,12.3,0
0.99,4.516666666666667,6.3,0
2.6,9.866666666666667,11.3,0
1.29,10.233333333333333,9.3,0
1.83,10.266666666666667,10.3,0
1.35,8.433333333333334,8.8,0
0.7,5.85,6.8,0
1.43,21.966666666666665,14.3,0
5.05,34.333333333333336,25.8,0
3.3,22.433333333333334,16.799999999999997,0
1.6,13.5,10.3,0
1.94,11.133333333333333,10.8,0
1.3,10.683333333333334,9.3,1
1.5,8.316666666666666,8.8,1
9.05,39.883333333333326,38.3,1
0.88,6.533333333333333,7.3,0
0.8,5.016666666666667,7.3,1
1.2,11.15,9.3,0
1.7,13.716666666666667,11.3,0
2.2,9.666666666666666,10.3,0
2.01,15.8,12.3,1
1.2,28.783333333333335,17.8,0
1.3,9.8,8.8,0
0.75,4.233333333333333,5.8,0
1.69,5.366666666666666,7.8,1
0.7,12.383333333333333,9.3,0
3.2,19.9,16.799999999999997,0
0.47,3.4,5.3,0
0.7,2.566666666666667,5.3,0
3.1,17.85,15.3,1
1.1,11.05,8.8,0
1.1,8.616666666666667,8.3,0
1.02,21.116666666666667,14.3,0
0.9,5.35,7.300000000000001,1
2.68,14.35,13.3,0
1.13,5.516666666666667,6.8,0
0.99,2.9,6.3,0
3.2,32.28333333333333,21.8,0
2.17,19.116666666666667,13.8,0
0.4,4.35,5.3,0
1.09,8.416666666666666,8.3,0
2.94,16.883333333333333,14.8,1
1.27,6.35,7.799999999999999,0
2.7,15.533333333333333,13.8,0
0.17,1.45,3.8,0
3.52,24.366666666666667,16.8,0
0.67,7.35,7.3,0
0.8,4.183333333333334,6.3,0
1.4,17.283333333333335,13.3,1
2.14,8.366666666666667,9.8,0
3.04,22.783333333333335,17.3,0
4.72,36.666666666666664,25.3,0
0.53,2.8333333333333335,5.3,0
7.77,27.733333333333334,27.3,0
0.9,6.483333333333333,7.3,0
1.6,6.5,8.299999999999999,0
1.73,12.733333333333333,10.3,0
0.84,7.05,7.3,0
1.57,8.283333333333333,9.3,0
1.78,15.366666666666667,11.8,1
1.41,7.083333333333333,7.8,1
0.52,1.9833333333333334,5.300000000000001,0
0.3,2.5833333333333335,4.3,0
10.8,34.25,35.8,0
2.2,12.666666666666666,11.8,0
5.0,13.216666666666667,17.8,0
3.6,16.866666666666667,15.8,1
0.75,7.466666666666667,7.799999999999999,0
1.8,6.4,8.3,0
2.73,17.366666666666667,14.8,0
9.17,26.766666666666666,29.8,0
0.55,3.466666666666667,5.300000000000001,1
7.1,27.666666666666668,25.8,0
0.59,2.933333333333333,5.3,0
1.35,6.233333333333333,8.3,0
1.6,11.0,10.3,0
1.26,10.016666666666667,9.3,0
1.95,12.983333333333333,11.3,0
0.6,11.233333333333333,8.8,1
0.95,4.383333333333334,6.3,0
1.0,6.266666666666667,7.3,1
0.64,3.75,5.3,1
0.37,4.1,5.3,0
2.54,9.666666666666666,11.3,0
1.3,9.233333333333333,8.8,1
0.4,2.3666666666666667,4.3,1
0.7,9.433333333333334,8.8,0
0.54,3.6666666666666665,5.300000000000001,1
1.1,6.383333333333334,7.800000000000001,0
1.45,11.333333333333334,10.8,1
0.76,4.266666666666667,5.8,0
1.09,10.566666666666666,8.8,0
1.04,6.416666666666667,7.299999999999999,0
1.1,9.966666666666667,8.8,1
1.25,12.716666666666667,10.3,0
1.33,9.633333333333333,8.8,0
9.11,19.5,27.8,0
1.31,8.583333333333334,8.799999999999999,0
1.52,12.933333333333334,10.8,1
0.9,3.466666666666667,5.8,0
0.45,6.5,6.3,0
0.62,5.883333333333334,7.3,1
2.02,12.35,11.3,0
2.4,19.2,14.3,0
3.0,32.45,21.3,0
3.3,16.05,14.8,0
0.99,9.416666666666666,9.3,1
0.7,13.55,10.3,0
0.6,5.566666666666666,5.8,0
2.73,16.716666666666665,13.8,0
0.3,6.1,6.3,0
1.17,9.366666666666667,9.3,1
1.0,6.416666666666667,6.8,0
9.49,38.016666666666666,34.3,1
1.7,17.8,12.3,0
1.2,8.766666666666667,9.3,1
3.6,19.1,16.8,0
2.8,14.966666666666667,13.3,0
1.13,3.6666666666666665,6.3,0
2.33,21.116666666666667,15.3,0
1.4,7.8,9.3,1
2.25,9.7,10.8,0
2.82,27.5,18.8,1
16.0,28.766666666666666,45.8,1
1.76,12.233333333333333,10.8,1
1.6,8.783333333333333,9.8,0
4.67,20.016666666666666,17.8,0
0.62,3.5833333333333335,5.8,0
3.6,15.3,14.8,0
10.8,39.883333333333326,40.3,1
9.21,39.883333333333326,36.3,0
1.9,8.166666666666666,9.3,1
3.5,33.31666666666667,22.8,1
8.3,17.633333333333333,26.3,0
1.38,11.166666666666666,9.8,0
5.16,34.25,24.8,0
11.3,39.883333333333326,47.3,0
1.7,6.316666666666666,8.8,0
1.41,9.783333333333333,10.3,1
1.19,8.066666666666666,7.800000000000001,1
0.6,3.65,5.3,1
2.7,17.0,15.3,1
10.18,18.933333333333334,30.8,0
5.3,37.63333333333333,27.3,1
0.5,5.8,6.8,0
1.77,11.15,10.3,0
0.9,6.533333333333333,6.8,1
2.5,34.78333333333333,21.8,0
1.03,6.85,7.8,0
5.01,24.25,20.3,1
0.56,1.75,5.300000000000001,0
2.11,11.15,10.8,1
0.94,11.55,9.3,1
0.9,11.183333333333334,8.8,0
0.52,8.916666666666666,8.3,0
4.3,15.516666666666667,17.3,0
4.0,39.883333333333326,36.3,0
11.35,29.5,36.3,0
0.4,5.0,6.800000000000001,1
1.3,12.15,9.3,0
1.66,7.35,8.8,0
4.4,21.516666666666666,19.3,0
0.92,4.333333333333333,6.3,0
0.5,2.5833333333333335,4.8,0
2.41,16.133333333333333,13.8,1
1.0,6.716666666666667,7.3,1
2.5,9.583333333333334,10.8,0
17.6,39.883333333333326,51.3,0
0.9,7.983333333333333,8.3,0
1.42,6.2,7.3,0
5.2,9.816666666666666,16.3,0
1.7,22.0,14.8,0
1.1,3.6,6.8,0
2.48,11.066666666666666,11.3,0
3.84,20.066666666666666,17.3,1
1.61,5.533333333333333,7.8,0
1.97,13.916666666666666,11.3,0
1.0,11.233333333333333,8.8,1
5.1,21.216666666666665,20.3,0
2.45,12.866666666666667,12.3,0
0.6,5.3,6.8,0
0.92,5.883333333333334,6.8,0
2.35,13.416666666666666,12.8,1
0.57,3.4166666666666665,6.3,1
1.4,13.116666666666667,10.8,0
0.31,7.1,6.8,0
2.1,21.833333333333332,15.8,0
6.4,16.616666666666667,21.3,0
0.9,6.383333333333334,6.8,0
0.9,4.15,6.3,0
1.07,7.466666666666667,7.8,0
2.2,19.216666666666665,14.8,1
4.48,10.0,15.3,0
9.2,32.21666666666667,32.3,0
5.99,37.25,28.8,0
1.1,10.3,8.8,0
2.2,14.166666666666666,12.3,0
2.15,11.45,10.3,0
